Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID	HGNC symbol
ENSG00000288413	ENSG00000288413.1		
ENSG00000101132	ENSG00000101132.10	5203	PFDN4
ENSG00000288483	ENSG00000288483.1		
ENSG00000189167	ENSG00000189167.12	646799	ZAR1L
ENSG00000288432	ENSG00000288432.1		
ENSG00000288286	ENSG00000288286.1		
ENSG00000288347	ENSG00000288347.1	100996331	POTEB
ENSG00000267909	ENSG00000267909.3	56936	CCDC177
ENSG00000159055	ENSG00000159055.4	54069	MIS18A
ENSG00000139597	ENSG00000139597.18	90634	N4BP2L1
ENSG00000288149	ENSG00000288149.1	90019	SYT8
ENSG00000288419	ENSG00000288419.1		
ENSG00000179476	ENSG00000179476.8	122525	C14orf28
ENSG00000288176	ENSG00000288176.1		
ENSG00000288354	ENSG00000288354.1		
ENSG00000101182	ENSG00000101182.15	5688	PSMA7
ENSG00000100239	ENSG00000100239.16	9701	PPP6R2
ENSG00000170262	ENSG00000170262.13	56246	MRAP
ENSG00000224960	ENSG00000224960.5	139420	PPP4R3C
ENSG00000288423	ENSG00000288423.1		
ENSG00000101958	ENSG00000101958.14	2742	GLRA2
ENSG00000283465	ENSG00000283465.4		
ENSG00000288478	ENSG00000288478.1	123606	NIPA1
ENSG00000119599	ENSG00000119599.17	26094	DCAF4
ENSG00000288461	ENSG00000288461.1	23191	CYFIP1
ENSG00000160193	ENSG00000160193.12	10785	WDR4
ENSG00000124215	ENSG00000124215.17	60437	CDH26
ENSG00000288241	ENSG00000288241.1		
ENSG00000288214	ENSG00000288214.1	283767	GOLGA6L1
ENSG00000288214	ENSG00000288214.1	124900581	GOLGA6L1
ENSG00000288214	ENSG00000288214.1	124905482	GOLGA6L1
ENSG00000288214	ENSG00000288214.1	124907501	GOLGA6L1
ENSG00000288344	ENSG00000288344.1	100132979	GOLGA8DP
ENSG00000284915	ENSG00000284915.3	26277	TINF2
ENSG00000288219	ENSG00000288219.1	7136	TNNI2
ENSG00000120693	ENSG00000120693.14	4093	SMAD9
ENSG00000288339	ENSG00000288339.1		
ENSG00000173698	ENSG00000173698.18	10149	ADGRG2
ENSG00000288173	ENSG00000288173.1		
ENSG00000288440	ENSG00000288440.1	102723623	
ENSG00000197586	ENSG00000197586.13	955	ENTPD6
ENSG00000180138	ENSG00000180138.7	122011	CSNK1A1L
ENSG00000288128	ENSG00000288128.1		
ENSG00000288517	ENSG00000288517.1	283685	GOLGA6L2
ENSG00000281106	ENSG00000281106.4	283521	TMEM272
ENSG00000288405	ENSG00000288405.1		
ENSG00000288188	ENSG00000288188.1	54551	MAGEL2
ENSG00000288364	ENSG00000288364.1	4692	NDN
ENSG00000133111	ENSG00000133111.4	5994	RFXAP
ENSG00000288199	ENSG00000288199.3	4046	LSP1
ENSG00000133107	ENSG00000133107.15	7223	TRPC4
ENSG00000101493	ENSG00000101493.11	9658	ZNF516
ENSG00000160194	ENSG00000160194.18	4731	NDUFV3
ENSG00000285348	ENSG00000285348.2	7051	TGM1
ENSG00000154080	ENSG00000154080.14	83539	CHST9
ENSG00000154727	ENSG00000154727.11	2551	GABPA
ENSG00000050130	ENSG00000050130.18	51528	JKAMP
ENSG00000186812	ENSG00000186812.13	84307	ZNF397
ENSG00000285193	ENSG00000285193.1	5875	RABGGTA
ENSG00000159212	ENSG00000159212.13	54102	CLIC6
ENSG00000288285	ENSG00000288285.1		
ENSG00000185808	ENSG00000185808.14	51227	PIGP
ENSG00000288130	ENSG00000288130.1	27327	TNRC6A
ENSG00000134490	ENSG00000134490.14	85019	TMEM241
ENSG00000183530	ENSG00000183530.14	253143	PRR14L
ENSG00000159197	ENSG00000159197.4	9992	KCNE2
ENSG00000126785	ENSG00000126785.13	57381	RHOJ
ENSG00000288407	ENSG00000288407.1	80125	CCDC33
ENSG00000274391	ENSG00000274391.5	7179	TPTE
ENSG00000274391	ENSG00000274391.5	105379278	TPTE
ENSG00000188636	ENSG00000188636.4	84247	RTL6
ENSG00000133477	ENSG00000133477.17	113828	FAM83F
ENSG00000180008	ENSG00000180008.9	122809	SOCS4
ENSG00000140015	ENSG00000140015.20	27133	KCNH5
ENSG00000100362	ENSG00000100362.13	5816	PVALB
ENSG00000182858	ENSG00000182858.14	79087	ALG12
ENSG00000122035	ENSG00000122035.7	387496	RASL11A
ENSG00000288362	ENSG00000288362.1	1583	CYP11A1
ENSG00000100647	ENSG00000100647.8	9766	SUSD6
ENSG00000080618	ENSG00000080618.17	1361	CPB2
ENSG00000288216	ENSG00000288216.1	115584	SLC5A11
ENSG00000258989	ENSG00000258989.1		
ENSG00000284868	ENSG00000284868.2	115817	DHRS1
ENSG00000100321	ENSG00000100321.15	9145	SYNGR1
ENSG00000136167	ENSG00000136167.15	3936	LCP1
ENSG00000288455	ENSG00000288455.1	8482	SEMA7A
ENSG00000288160	ENSG00000288160.3	102724536	PRR33
ENSG00000159082	ENSG00000159082.18	8867	SYNJ1
ENSG00000288250	ENSG00000288250.1	7140	TNNT3
ENSG00000288295	ENSG00000288295.1	28985	MCTS1
ENSG00000129521	ENSG00000129521.15	112399	EGLN3
ENSG00000100095	ENSG00000100095.19	23544	SEZ6L
ENSG00000134759	ENSG00000134759.14	55250	ELP2
ENSG00000285326	ENSG00000285326.3	161424	NOP9
ENSG00000288368	ENSG00000288368.1	29071	C1GALT1C1
ENSG00000288466	ENSG00000288466.1	643311	CT47B1
ENSG00000288273	ENSG00000288273.1	255313	CT47A6
ENSG00000288273	ENSG00000288273.1	728062	CT47A6
ENSG00000288477	ENSG00000288477.1	728075	CT47A4
ENSG00000288408	ENSG00000288408.1	84993	UBL7
ENSG00000203546	ENSG00000203546.7		
ENSG00000288363	ENSG00000288363.1	728096	CT47A1
ENSG00000130701	ENSG00000130701.4	140893	RBBP8NL
ENSG00000288118	ENSG00000288118.1	2747	GLUD2
ENSG00000285199	ENSG00000285199.1	27141	CIDEB
ENSG00000165389	ENSG00000165389.7	171546	SPTSSA
ENSG00000215475	ENSG00000215475.5	283514	SIAH3
ENSG00000101439	ENSG00000101439.9	1471	CST3
ENSG00000170345	ENSG00000170345.10	2353	FOS
ENSG00000285203	ENSG00000285203.2	56413	LTB4R2
ENSG00000285456	ENSG00000285456.2	1241	LTB4R
ENSG00000175985	ENSG00000175985.10	400224	PLEKHD1
ENSG00000284814	ENSG00000284814.1	196883	ADCY4
ENSG00000101193	ENSG00000101193.8	54994	GID8
ENSG00000288353	ENSG00000288353.1	55114	ARHGAP17
ENSG00000102452	ENSG00000102452.18	259232	NALCN
ENSG00000119681	ENSG00000119681.12	4053	LTBP2
ENSG00000185272	ENSG00000185272.14	54033	RBM11
ENSG00000124225	ENSG00000124225.16	56937	PMEPA1
ENSG00000155304	ENSG00000155304.6	6782	HSPA13
ENSG00000183527	ENSG00000183527.12	8624	PSMG1
ENSG00000101365	ENSG00000101365.21	3420	IDH3B
ENSG00000185658	ENSG00000185658.14	54014	BRWD1
ENSG00000165898	ENSG00000165898.14	122961	ISCA2
ENSG00000285379	ENSG00000285379.2	11035	RIPK3
ENSG00000175820	ENSG00000175820.4	643677	CCDC168
ENSG00000151287	ENSG00000151287.17	93081	TEX30
ENSG00000140044	ENSG00000140044.13	122953	JDP2
ENSG00000151240	ENSG00000151240.17	22982	DIP2C
ENSG00000100360	ENSG00000100360.15	11020	IFT27
ENSG00000285485	ENSG00000285485.2	4776	NFATC4
ENSG00000134901	ENSG00000134901.13	79070	POGLUT2
ENSG00000288141	ENSG00000288141.1	6150	MRPL23
ENSG00000124164	ENSG00000124164.16	9217	VAPB
ENSG00000042317	ENSG00000042317.17	55812	SPATA7
ENSG00000270181	ENSG00000270181.3	100533467	BIVM-ERCC5
ENSG00000182463	ENSG00000182463.16	128553	TSHZ2
ENSG00000196139	ENSG00000196139.14	8644	AKR1C3
ENSG00000150637	ENSG00000150637.9	10666	CD226
ENSG00000288180	ENSG00000288180.1		
ENSG00000288438	ENSG00000288438.1		
ENSG00000100311	ENSG00000100311.17	5155	PDGFB
ENSG00000134897	ENSG00000134897.14	54841	BIVM
ENSG00000132821	ENSG00000132821.12	128434	VSTM2L
ENSG00000125977	ENSG00000125977.7	8894	EIF2S2
ENSG00000101695	ENSG00000101695.9	54941	RNF125
ENSG00000186732	ENSG00000186732.14	758	MPPED1
ENSG00000183087	ENSG00000183087.15	2621	GAS6
ENSG00000131831	ENSG00000131831.18	10742	RAI2
ENSG00000203883	ENSG00000203883.7	54345	SOX18
ENSG00000154930	ENSG00000154930.15	84532	ACSS1
ENSG00000178462	ENSG00000178462.12	79861	TUBAL3
ENSG00000159873	ENSG00000159873.10	150275	CCDC117
ENSG00000047230	ENSG00000047230.15	56474	CTPS2
ENSG00000185736	ENSG00000185736.16	105	ADARB2
ENSG00000197563	ENSG00000197563.11	23556	PIGN
ENSG00000138964	ENSG00000138964.17	64098	PARVG
ENSG00000205581	ENSG00000205581.11	3150	HMGN1
ENSG00000136159	ENSG00000136159.4	55270	NUDT15
ENSG00000136146	ENSG00000136146.15	29079	MED4
ENSG00000134463	ENSG00000134463.15	79746	ECHDC3
ENSG00000101134	ENSG00000101134.12	55816	DOK5
ENSG00000151465	ENSG00000151465.14	8872	CDC123
ENSG00000139687	ENSG00000139687.16	5925	RB1
ENSG00000198718	ENSG00000198718.13	23116	TOGARAM1
ENSG00000158470	ENSG00000158470.5	9334	B4GALT5
ENSG00000169906	ENSG00000169906.5	795	S100G
ENSG00000187516	ENSG00000187516.7	25763	H2AP
ENSG00000102218	ENSG00000102218.6	6102	RP2
ENSG00000102683	ENSG00000102683.8	6445	SGCG
ENSG00000020256	ENSG00000020256.20	55734	ZFP64
ENSG00000012174	ENSG00000012174.12	51360	MBTPS2
ENSG00000139746	ENSG00000139746.16	64062	RBM26
ENSG00000100290	ENSG00000100290.3	638	BIK
ENSG00000178473	ENSG00000178473.7	114131	UCN3
ENSG00000133962	ENSG00000133962.8	79820	CATSPERB
ENSG00000086475	ENSG00000086475.15	22929	SEPHS1
ENSG00000182798	ENSG00000182798.10	645864	MAGEB17
ENSG00000100271	ENSG00000100271.17	25809	TTLL1
ENSG00000189132	ENSG00000189132.6	170062	FAM47B
ENSG00000102098	ENSG00000102098.19	10389	SCML2
ENSG00000133083	ENSG00000133083.15	9201	DCLK1
ENSG00000067082	ENSG00000067082.15	1316	KLF6
ENSG00000166619	ENSG00000166619.15	10904	BLCAP
ENSG00000053770	ENSG00000053770.12	55745	AP5M1
ENSG00000158526	ENSG00000158526.8	90121	TSR2
ENSG00000182093	ENSG00000182093.16	7485	GET1
ENSG00000165629	ENSG00000165629.20	509	ATP5F1C
ENSG00000101115	ENSG00000101115.13	57167	SALL4
ENSG00000183690	ENSG00000183690.13	80258	EFHC2
ENSG00000165548	ENSG00000165548.11	57156	TMEM63C
ENSG00000125266	ENSG00000125266.8	1948	EFNB2
ENSG00000053438	ENSG00000053438.11	4826	NNAT
ENSG00000130943	ENSG00000130943.7	10343	PKDREJ
ENSG00000100124	ENSG00000100124.15	129138	ANKRD54
ENSG00000102780	ENSG00000102780.17	160851	DGKH
ENSG00000180182	ENSG00000180182.11	9282	MED14
ENSG00000101144	ENSG00000101144.13	655	BMP7
ENSG00000151812	ENSG00000151812.15	341880	SLC35F4
ENSG00000285815	ENSG00000285815.1	106865373	GET1-SH3BGR
ENSG00000101407	ENSG00000101407.13	9675	TTI1
ENSG00000183036	ENSG00000183036.11	5121	PCP4
ENSG00000065665	ENSG00000065665.21	55176	SEC61A2
ENSG00000125378	ENSG00000125378.16	652	BMP4
ENSG00000171587	ENSG00000171587.15	1826	DSCAM
ENSG00000100300	ENSG00000100300.18	706	TSPO
ENSG00000132631	ENSG00000132631.6	140856	SCP2D1
ENSG00000125533	ENSG00000125533.6	128408	BHLHE23
ENSG00000179242	ENSG00000179242.16	1002	CDH4
ENSG00000147119	ENSG00000147119.4	56548	CHST7
ENSG00000273820	ENSG00000273820.2	389856	USP27X
ENSG00000185133	ENSG00000185133.14	27124	INPP5J
ENSG00000171365	ENSG00000171365.17	1184	CLCN5
ENSG00000232948	ENSG00000232948.1	245940	DEFB130A
ENSG00000100650	ENSG00000100650.16	6430	SRSF5
ENSG00000253958	ENSG00000253958.2	137075	CLDN23
ENSG00000164821	ENSG00000164821.5	1669	DEFA4
ENSG00000182240	ENSG00000182240.16	25825	BACE2
ENSG00000173281	ENSG00000173281.5	79660	PPP1R3B
ENSG00000134874	ENSG00000134874.18	22873	DZIP1
ENSG00000173273	ENSG00000173273.16	8658	TNKS
ENSG00000101079	ENSG00000101079.21	57446	NDRG3
ENSG00000184735	ENSG00000184735.7	168400	DDX53
ENSG00000151655	ENSG00000151655.19	3698	ITIH2
ENSG00000177689	ENSG00000177689.10	139422	MAGEB10
ENSG00000183421	ENSG00000183421.12	54101	RIPK4
ENSG00000102313	ENSG00000102313.9	347365	ITIH6
ENSG00000136143	ENSG00000136143.16	8803	SUCLA2
ENSG00000165186	ENSG00000165186.12	139411	PTCHD1
ENSG00000033170	ENSG00000033170.17	2530	FUT8
ENSG00000169895	ENSG00000169895.6	94056	SYAP1
ENSG00000160179	ENSG00000160179.19	9619	ABCG1
ENSG00000102043	ENSG00000102043.16	55613	MTMR8
ENSG00000008086	ENSG00000008086.13	6792	CDKL5
ENSG00000154359	ENSG00000154359.13	91694	LONRF1
ENSG00000165609	ENSG00000165609.13	11164	NUDT5
ENSG00000171858	ENSG00000171858.18	6227	RPS21
ENSG00000118939	ENSG00000118939.18	7347	UCHL3
ENSG00000172404	ENSG00000172404.5	150353	DNAJB7
ENSG00000087510	ENSG00000087510.7	7022	TFAP2C
ENSG00000100078	ENSG00000100078.4	50487	PLA2G3
ENSG00000184402	ENSG00000184402.15	26039	SS18L1
ENSG00000100105	ENSG00000100105.18	23598	PATZ1
ENSG00000151468	ENSG00000151468.11	83643	CCDC3
ENSG00000101361	ENSG00000101361.17	10528	NOP56
ENSG00000175806	ENSG00000175806.15	4482	MSRA
ENSG00000169508	ENSG00000169508.7	1880	GPR183
ENSG00000160181	ENSG00000160181.9	7032	TFF2
ENSG00000174032	ENSG00000174032.17	253512	SLC25A30
ENSG00000151657	ENSG00000151657.12	22944	KIN
ENSG00000160182	ENSG00000160182.3	7031	TFF1
ENSG00000160183	ENSG00000160183.17	64699	TMPRSS3
ENSG00000138944	ENSG00000138944.8	85352	SHISAL1
ENSG00000197930	ENSG00000197930.13	30001	ERO1A
ENSG00000196236	ENSG00000196236.13	63929	XPNPEP3
ENSG00000275249	ENSG00000275249.1		
ENSG00000274792	ENSG00000274792.1	102723532	
ENSG00000276760	ENSG00000276760.4	102723502	
ENSG00000151461	ENSG00000151461.20	26019	UPF2
ENSG00000134020	ENSG00000134020.8	157310	PEBP4
ENSG00000183579	ENSG00000183579.16	84133	ZNRF3
ENSG00000133112	ENSG00000133112.17	7178	TPT1
ENSG00000196368	ENSG00000196368.5	55190	NUDT11
ENSG00000164816	ENSG00000164816.8	1670	DEFA5
ENSG00000165164	ENSG00000165164.14	286464	CFAP47
ENSG00000184647	ENSG00000184647.11	203074	PRSS55
ENSG00000275591	ENSG00000275591.5	389610	XKR5
ENSG00000100266	ENSG00000100266.19	11252	PACSIN2
ENSG00000253649	ENSG00000253649.5	346702	PRSS51
ENSG00000139977	ENSG00000139977.14	122830	NAA30
ENSG00000275342	ENSG00000275342.5	157285	PRAG1
ENSG00000176244	ENSG00000176244.7	414149	ACBD7
ENSG00000101096	ENSG00000101096.20	4773	NFATC2
ENSG00000176435	ENSG00000176435.7	161198	CLEC14A
ENSG00000139826	ENSG00000139826.6	84945	ABHD13
ENSG00000268994	ENSG00000268994.3	100132304	FAM236B
ENSG00000152464	ENSG00000152464.15	10557	RPP38
ENSG00000160185	ENSG00000160185.15	53347	UBASH3A
ENSG00000124479	ENSG00000124479.11	4693	NDP
ENSG00000139684	ENSG00000139684.15	2098	ESD
ENSG00000230797	ENSG00000230797.3	404281	YY2
ENSG00000123243	ENSG00000123243.15	80760	ITIH5
ENSG00000168546	ENSG00000168546.11	2675	GFRA2
ENSG00000182732	ENSG00000182732.18	9628	RGS6
ENSG00000165169	ENSG00000165169.11	6990	DYNLT3
ENSG00000281459	ENSG00000281459.3	29943	PADI1
ENSG00000147081	ENSG00000147081.15	8852	AKAP4
ENSG00000102468	ENSG00000102468.11	3356	HTR2A
ENSG00000083544	ENSG00000083544.16	81550	TDRD3
ENSG00000075643	ENSG00000075643.6	55034	MOCOS
ENSG00000280549	ENSG00000280549.1	51702	PADI3
ENSG00000069535	ENSG00000069535.14	4129	MAOB
ENSG00000260314	ENSG00000260314.3	4360	MRC1
ENSG00000164741	ENSG00000164741.15	10395	DLC1
ENSG00000280908	ENSG00000280908.2	23569	PADI4
ENSG00000133104	ENSG00000133104.14	23111	SPART
ENSG00000166342	ENSG00000166342.19	81832	NETO1
ENSG00000155659	ENSG00000155659.15	11326	VSIG4
ENSG00000280949	ENSG00000280949.1	353238	PADI6
ENSG00000112699	ENSG00000112699.11	2762	GMDS
ENSG00000196074	ENSG00000196074.13	10388	SYCP2
ENSG00000281540	ENSG00000281540.3	55920	RCC2
ENSG00000128276	ENSG00000128276.10	10738	RFPL3
ENSG00000160188	ENSG00000160188.10	89765	RSPH1
ENSG00000107611	ENSG00000107611.16	8029	CUBN
ENSG00000102221	ENSG00000102221.14	9767	JADE3
ENSG00000160190	ENSG00000160190.14	54020	SLC37A1
ENSG00000133313	ENSG00000133313.15	55748	CNDP2
ENSG00000100220	ENSG00000100220.12	51493	RTCB
ENSG00000112685	ENSG00000112685.14	55770	EXOC2
ENSG00000102572	ENSG00000102572.15	8428	STK24
ENSG00000189299	ENSG00000189299.7	139628	FOXR2
ENSG00000065923	ENSG00000065923.10	84679	SLC9A7
ENSG00000160191	ENSG00000160191.18	5152	PDE9A
ENSG00000128245	ENSG00000128245.15	7533	YWHAH
ENSG00000107614	ENSG00000107614.22	1787	TRDMT1
ENSG00000128203	ENSG00000128203.7	57168	ASPHD2
ENSG00000136161	ENSG00000136161.13	1102	RCBTB2
ENSG00000187601	ENSG00000187601.5	28986	MAGEH1
ENSG00000130702	ENSG00000130702.15	3911	LAMA5
ENSG00000100104	ENSG00000100104.13	402055	SRRD
ENSG00000185053	ENSG00000185053.14	137868	SGCZ
ENSG00000145945	ENSG00000145945.7	26240	FAM50B
ENSG00000274588	ENSG00000274588.2	139189	DGKK
ENSG00000281877	ENSG00000281877.3	6195	RPS6KA1
ENSG00000100109	ENSG00000100109.17	24144	TFIP11
ENSG00000124802	ENSG00000124802.12	9521	EEF1E1
ENSG00000147324	ENSG00000147324.11	9258	MFHAS1
ENSG00000254093	ENSG00000254093.9	54984	PINX1
ENSG00000188428	ENSG00000188428.20	63915	BLOC1S5
ENSG00000087842	ENSG00000087842.11	8544	PIR
ENSG00000267140	ENSG00000267140.1		
ENSG00000178235	ENSG00000178235.8	114798	SLITRK1
ENSG00000198791	ENSG00000198791.12	29883	CNOT7
ENSG00000132965	ENSG00000132965.10	241	ALOX5AP
ENSG00000150656	ENSG00000150656.15	84735	CNDP1
ENSG00000165985	ENSG00000165985.10	389941	C1QL3
ENSG00000102466	ENSG00000102466.16	2259	FGF14
ENSG00000100122	ENSG00000100122.7	1414	CRYBB1
ENSG00000148481	ENSG00000148481.14	80013	MINDY3
ENSG00000131080	ENSG00000131080.15	60401	EDA2R
ENSG00000032742	ENSG00000032742.18	8100	IFT88
ENSG00000149657	ENSG00000149657.20	149986	LSM14B
ENSG00000196431	ENSG00000196431.4	1413	CRYBA4
ENSG00000164151	ENSG00000164151.12	23379	ICE1
ENSG00000133466	ENSG00000133466.14	114904	C1QTNF6
ENSG00000173198	ENSG00000173198.6	10800	CYSLTR1
ENSG00000087495	ENSG00000087495.17	116154	PHACTR3
ENSG00000278195	ENSG00000278195.2	6753	SSTR3
ENSG00000182220	ENSG00000182220.15	10159	ATP6AP2
ENSG00000102445	ENSG00000102445.20	80183	RUBCNL
ENSG00000186814	ENSG00000186814.14	100101467	ZSCAN30
ENSG00000165309	ENSG00000165309.14	219681	ARMC3
ENSG00000187045	ENSG00000187045.19	164656	TMPRSS6
ENSG00000145536	ENSG00000145536.15	170690	ADAMTS16
ENSG00000179388	ENSG00000179388.9	1960	EGR3
ENSG00000205269	ENSG00000205269.6	100113407	TMEM170B
ENSG00000128791	ENSG00000128791.12	57045	TWSG1
ENSG00000221818	ENSG00000221818.9	64641	EBF2
ENSG00000206052	ENSG00000206052.11	220164	DOK6
ENSG00000125247	ENSG00000125247.16	84899	TMTC4
ENSG00000265818	ENSG00000265818.1		EEF1E1-BLOC1S5
ENSG00000171421	ENSG00000171421.13	64979	MRPL36
ENSG00000070778	ENSG00000070778.13	11099	PTPN21
ENSG00000150477	ENSG00000150477.15	57536	KIAA1328
ENSG00000281518	ENSG00000281518.7	100132074	FOXO6
ENSG00000124279	ENSG00000124279.12	79072	FASTKD3
ENSG00000165097	ENSG00000165097.16	221656	KDM1B
ENSG00000104714	ENSG00000104714.14	157697	ERICH1
ENSG00000171703	ENSG00000171703.17	6919	TCEA2
ENSG00000183379	ENSG00000183379.9	646658	SYNDIG1L
ENSG00000155975	ENSG00000155975.10	137492	VPS37A
ENSG00000146109	ENSG00000146109.5	29777	ABT1
ENSG00000078295	ENSG00000078295.17	108	ADCY2
ENSG00000100523	ENSG00000100523.16	80821	DDHD1
ENSG00000259040	ENSG00000259040.5		BLOC1S5-TXNDC5
ENSG00000150867	ENSG00000150867.14	5305	PIP4K2A
ENSG00000133106	ENSG00000133106.15	94240	EPSTI1
ENSG00000154065	ENSG00000154065.17	147463	ANKRD29
ENSG00000153162	ENSG00000153162.9	654	BMP6
ENSG00000100014	ENSG00000100014.20	23384	SPECC1L
ENSG00000239264	ENSG00000239264.9	81567	TXNDC5
ENSG00000164743	ENSG00000164743.5	157773	C8orf48
ENSG00000248235	ENSG00000248235.6		
ENSG00000159167	ENSG00000159167.12	6781	STC1
ENSG00000179133	ENSG00000179133.15	256815	C10orf67
ENSG00000127863	ENSG00000127863.16	55504	TNFRSF19
ENSG00000104228	ENSG00000104228.13	23087	TRIM35
ENSG00000198610	ENSG00000198610.11	1109	AKR1C4
ENSG00000181315	ENSG00000181315.11	79692	ZNF322
ENSG00000183654	ENSG00000183654.9	441061	MARCHF11
ENSG00000198042	ENSG00000198042.11	84549	MAK16
ENSG00000130700	ENSG00000130700.7	140628	GATA5
ENSG00000139832	ENSG00000139832.5	55647	RAB20
ENSG00000260286	ENSG00000260286.4	101928603	ARMH2
ENSG00000113430	ENSG00000113430.10	50805	IRX4
ENSG00000134905	ENSG00000134905.17	79587	CARS2
ENSG00000112273	ENSG00000112273.7	154150	HDGFL1
ENSG00000129988	ENSG00000129988.6	3929	LBP
ENSG00000164379	ENSG00000164379.7	94234	FOXQ1
ENSG00000175445	ENSG00000175445.17	4023	LPL
ENSG00000180537	ENSG00000180537.13	221687	RNF182
ENSG00000204740	ENSG00000204740.11	340895	MALRD1
ENSG00000078043	ENSG00000078043.16	9063	PIAS2
ENSG00000214943	ENSG00000214943.5	2856	GPR33
ENSG00000258555	ENSG00000258555.6		SPECC1L-ADORA2A
ENSG00000139921	ENSG00000139921.13	81542	TMX1
ENSG00000128271	ENSG00000128271.22	135	ADORA2A
ENSG00000196227	ENSG00000196227.11	63939	FAM217B
ENSG00000148488	ENSG00000148488.17	338596	ST8SIA6
ENSG00000124787	ENSG00000124787.14	10799	RPP40
ENSG00000080839	ENSG00000080839.12	5933	RBL1
ENSG00000147421	ENSG00000147421.18	79618	HMBOX1
ENSG00000136750	ENSG00000136750.13	2572	GAD2
ENSG00000112902	ENSG00000112902.12	9037	SEMA5A
ENSG00000100024	ENSG00000100024.15	51733	UPB1
ENSG00000198894	ENSG00000198894.8	85457	CIPC
ENSG00000147100	ENSG00000147100.11	6567	SLC16A2
ENSG00000167220	ENSG00000167220.12	84064	HDHD2
ENSG00000187969	ENSG00000187969.6	389874	ZCCHC13
ENSG00000102302	ENSG00000102302.8	2245	FGD1
ENSG00000124795	ENSG00000124795.17	7913	DEK
ENSG00000100028	ENSG00000100028.12	6634	SNRPD3
ENSG00000288512	ENSG00000288512.1	715	C1R
ENSG00000153487	ENSG00000153487.13	3621	ING1
ENSG00000124209	ENSG00000124209.4	57403	RAB22A
ENSG00000286070	ENSG00000286070.2		
ENSG00000087302	ENSG00000087302.9	51637	RTRAF
ENSG00000165572	ENSG00000165572.8	89890	KBTBD6
ENSG00000120696	ENSG00000120696.9	84078	KBTBD7
ENSG00000120662	ENSG00000120662.16	9617	MTRF1
ENSG00000267228	ENSG00000267228.7		
ENSG00000178026	ENSG00000178026.13	388886	LRRC75B
ENSG00000102316	ENSG00000102316.17	10916	MAGED2
ENSG00000134049	ENSG00000134049.6	51124	IER3IP1
ENSG00000124205	ENSG00000124205.18	1908	EDN3
ENSG00000145555	ENSG00000145555.15	4651	MYO10
ENSG00000150051	ENSG00000150051.14	283078	MKX
ENSG00000215474	ENSG00000215474.8	652991	SKOR2
ENSG00000156006	ENSG00000156006.5	10	NAT2
ENSG00000100031	ENSG00000100031.19	2678	GGT1
ENSG00000172766	ENSG00000172766.19	79612	NAA16
ENSG00000177426	ENSG00000177426.22	7050	TGIF1
ENSG00000263761	ENSG00000263761.3	2658	GDF2
ENSG00000288307	ENSG00000288307.1	23399	CTDNEP1
ENSG00000250349	ENSG00000250349.3		
ENSG00000171056	ENSG00000171056.8	83595	SOX7
ENSG00000151320	ENSG00000151320.11	9472	AKAP6
ENSG00000102349	ENSG00000102349.18	11279	KLF8
ENSG00000169126	ENSG00000169126.16	55130	ODAD2
ENSG00000101413	ENSG00000101413.12	58490	RPRD1B
ENSG00000036565	ENSG00000036565.15	6570	SLC18A1
ENSG00000230873	ENSG00000230873.9	401236	STMND1
ENSG00000155622	ENSG00000155622.7	9502	XAGE2
ENSG00000130706	ENSG00000130706.13	11047	ADRM1
ENSG00000288124	ENSG00000288124.1	51279	C1RL
ENSG00000196468	ENSG00000196468.8	8823	FGF16
ENSG00000112763	ENSG00000112763.17	11120	BTN2A1
ENSG00000147183	ENSG00000147183.10	53336	CPXCR1
ENSG00000102760	ENSG00000102760.13	28984	RGCC
ENSG00000102763	ENSG00000102763.18	23078	VWA8
ENSG00000141384	ENSG00000141384.13	6875	TAF4B
ENSG00000147099	ENSG00000147099.21	55869	HDAC8
ENSG00000139874	ENSG00000139874.6	6751	SSTR1
ENSG00000025293	ENSG00000025293.17	51230	PHF20
ENSG00000077943	ENSG00000077943.8	8516	ITGA8
ENSG00000100629	ENSG00000100629.17	145508	CEP128
ENSG00000288369	ENSG00000288369.1	83758	RBP5
ENSG00000095951	ENSG00000095951.17	3096	HIVEP1
ENSG00000288264	ENSG00000288264.1		
ENSG00000288485	ENSG00000288485.1	23587	ELP5
ENSG00000288427	ENSG00000288427.1	9746	CLSTN3
ENSG00000141682	ENSG00000141682.12	5366	PMAIP1
ENSG00000148482	ENSG00000148482.12	221074	SLC39A12
ENSG00000175065	ENSG00000175065.12	147409	DSG4
ENSG00000145990	ENSG00000145990.11	54438	GFOD1
ENSG00000152954	ENSG00000152954.12	140767	NRSN1
ENSG00000125249	ENSG00000125249.7	5911	RAP2A
ENSG00000139679	ENSG00000139679.16	10161	LPAR6
ENSG00000008083	ENSG00000008083.14	3720	JARID2
ENSG00000213995	ENSG00000213995.12	55739	NAXD
ENSG00000219438	ENSG00000219438.9	25817	TAFA5
ENSG00000139971	ENSG00000139971.15	145407	ARMH4
ENSG00000131067	ENSG00000131067.17	2686	GGT7
ENSG00000134757	ENSG00000134757.5	1830	DSG3
ENSG00000100030	ENSG00000100030.15	5594	MAPK1
ENSG00000204713	ENSG00000204713.11	5987	TRIM27
ENSG00000070367	ENSG00000070367.16	10640	EXOC5
