"Orthogroup","V1","Entrez"
"OG0003082","XP_025009583","415326"
"OG0003083","XP_040562491","769343"
"OG0003084","XP_025009564","395289"
"OG0003085","XP_015134553","101748321"
"OG0003086","NP_001280140","415322"
"OG0003087","XP_015134282","396456"
"OG0003089","NP_001025561","415320"
"OG0003090","NP_001025558","415319"
"OG0003091","XP_015134584","415338"
"OG0003092","XP_015134583","768936"
"OG0003093","XP_015134578","415336"
"OG0003094","XP_015134571","427482"
"OG0003096","XP_015134348","415331"
"OG0003097","XP_015151037","769048"
"OG0003098","XP_025009825","415330"
"OG0003100","XP_025009829","769119"
"OG0003101","XP_040562488","427480"
"OG0003102","XP_040562489","415327"
"OG0003103","NP_989548","374053"
"OG0003104","NP_001376586","101748322"
"OG0003105","XP_001232214","769031"
"OG0003106","XP_040562501","769472"
"OG0003107","XP_040562189","415318"
"OG0003108","XP_004943715","415317"
"OG0003109","NP_001280138","415316"
"OG0003110","XP_040505809","768991"
"OG0003111","XP_015136953","420628"
"OG0003112","XP_015136942","420627"
"OG0003113","NP_989694","378785"
"OG0003114","NP_001072946","420624"
"OG0003115","XP_004939410","428432"
"OG0003116","NP_001006361","420623"
"OG0003117","NP_990804","396464"
"OG0003118","NP_001305382","100859110"
"OG0003119","XP_003640728","420619"
"OG0003120","NP_001006360","420618"
"OG0003121","XP_425991","428431"
"OG0003122","NP_001012875","420612"
"OG0003123","XP_015136917","420611"
"OG0003124","NP_001026153","420608"
"OG0003125","XP_418708","420607"
"OG0003126","XP_015137344","420606"
"OG0003127","NP_990229","395719"
"OG0003129","XP_004939417","420629"
"OG0003130","XP_040552533","420620"
"OG0003131","XP_418715","420616"
"OG0003132","NP_989959","395337"
"OG0003133","XP_015137341","100857462"
"OG0003134","NP_001008463","422087"
"OG0003135","XP_418705","420604"
"OG0003136","NP_989985","395369"
"OG0003137","NP_001383036","374241"
"OG0003138","XP_015138360","420190"
"OG0003139","XP_040552571","420189"
"OG0003140","NP_001007889","420187"
"OG0003141","XP_015138270","420185"
"OG0003142","NP_001376318","420184"
"OG0003143","XP_003640873","431181"
"OG0003144","NP_001305389","420180"
"OG0003147","XP_015138381","420176"
"OG0003148","XP_040547231","426312"
"OG0003149","NP_001012866","420188"
"OG0003150","NP_001186388","420183"
"OG0003151","NP_001006345","420182"
"OG0003152","XP_429743","420181"
"OG0003153","NP_989711","378896"
"OG0003154","NP_001264336","420178"
"OG0003155","XP_040547431","100858709"
"OG0003156","XP_015138390","420174"
"OG0003157","XP_025003758","768864"
"OG0003158","XP_418285","420172"
"OG0003159","XP_040561415","418879"
"OG0003160","NP_001383548","430102"
"OG0003161","NP_001006274","418882"
"OG0003162","XP_015131464","418884"
"OG0003163","XP_004938794","418885"
"OG0003164","NP_001008442","418886"
"OG0003165","XP_417082","418888"
"OG0003166","XP_040561547","418889"
"OG0003167","XP_417084","418890"
"OG0003168","XP_417085","418891"
"OG0003169","NP_001376620","426248"
"OG0003170","XP_417089","418895"
"OG0003171","XP_015133077","395429"
"OG0003172","XP_003640625","100858560"
"OG0003173","XP_015133226","418896"
"OG0003174","XP_417093","418898"
"OG0003175","NP_989973","395354"
"OG0003177","XP_015133290","418903"
"OG0003178","XP_004938815","418908"
"OG0003179","XP_024997485","422083"
"OG0003180","NP_001153170","418917"
"OG0003181","NP_001265073","770904"
"OG0003182","NP_001155865","395436"
"OG0003184","XP_015151087","422082"
"OG0003186","NP_001025999","418924"
"OG0003187","XP_417119","418925"
"OG0003188","NP_989583","374100"
"OG0003189","XP_015134193","418926"
"OG0003190","XP_001234636","771348"
"OG0003191","XP_417121","418927"
"OG0003192","XP_015134318","101749023"
"OG0003193","XP_420888","422950"
"OG0003194","XP_420084","422081"
"OG0003195","NP_001264728","418930"
"OG0003196","XP_001233393","418933"
"OG0003197","XP_004938835","428079"
"OG0003198","XP_004938836","418934"
"OG0003199","NP_001186754","418880"
"OG0003200","XP_015131494","770196"
"OG0003201","XP_417077","418883"
"OG0003202","XP_040505774","768556"
"OG0003203","NP_989659","374231"
"OG0003204","XP_417087","418893"
"OG0003205","NP_001025998","418894"
"OG0003206","XP_004938804","418901"
"OG0003207","NP_001006276","418907"
"OG0003208","XP_417105","418909"
"OG0003209","XP_417110","418914"
"OG0003210","NP_989607","374139"
"OG0003211","XP_040505442","422080"
"OG0003212","NP_001165014","771155"
"OG0003213","XP_040509099","428075"
"OG0003214","XP_003640660","100858422"
"OG0003215","XP_015135226","107052208"
"OG0003216","NP_001107043","418931"
"OG0003217","XP_417126","418932"
"OG0003218","XP_004938841","418935"
"OG0003219","XP_040505782","422079"
"OG0003220","XP_040512270","100858213"
"OG0003221","XP_040512268","431649"
"OG0003222","XP_040539082","420751"
"OG0003223","XP_003643120","427387"
"OG0003224","XP_015136102","427388"
"OG0003225","XP_424964","427391"
"OG0003226","XP_004946330","428674"
"OG0003227","NP_001265053","768451"
"OG0003228","XP_416652","418441"
"OG0003229","XP_015151808","418443"
"OG0003230","NP_001291993","768680"
"OG0003231","XP_040526415","396463"
"OG0003232","XP_004938375","418444"
"OG0003233","NP_001026700","428673"
"OG0003234","NP_990513","396098"
"OG0003235","XP_015153750","418456"
"OG0003236","NP_990835","396502"
"OG0003237","NP_990328","395846"
"OG0003238","XP_025005197","418459"
"OG0003239","XP_015151137","374215"
"OG0003240","XP_040507193","418463"
"OG0003241","XP_015154026","395291"
"OG0003242","NP_001025964","418469"
"OG0003244","XP_015154181","101749375"
"OG0003248","XP_024997475","422074"
"OG0003249","XP_015153687","768858"
"OG0003250","XP_416660","418449"
"OG0003251","XP_040520397","418450"
"OG0003252","XP_015153711","418451"
"OG0003253","NP_001265030","418452"
"OG0003254","NP_001073207","768950"
"OG0003255","NP_001244219","418453"
"OG0003256","NP_001012560","418455"
"OG0003258","XP_040520617","418460"
"OG0003259","XP_015151105","422070"
"OG0003260","XP_040520632","101752250"
"OG0003261","XP_040520625","427963"
"OG0003262","NP_001025963","418461"
"OG0003264","XP_015153887","427964"
"OG0003266","XP_416675","418466"
"OG0003267","XP_004938410","418471"
"OG0003268","XP_004938411","418473"
"OG0003269","NP_990068","395489"
"OG0003270","XP_416682","418474"
"OG0003271","NP_989942","395316"
"OG0003272","NP_001026590","427173"
"OG0003273","XP_015153062","768916"
"OG0003274","NP_990049","395465"
"OG0003275","NP_001026063","419566"
"OG0003276","NP_001038158","724081"
"OG0003277","XP_015153006","395717"
"OG0003278","NP_001185584","419559"
"OG0003279","XP_015153061","100857767"
"OG0003280","NP_001026062","419564"
"OG0003281","XP_024998886","428209"
"OG0003282","XP_015153067","419569"
"OG0003283","NP_001264000","417327"
"OG0003284","NP_001025871","417329"
"OG0003286","XP_415587","417318"
"OG0003288","XP_004950022","769202"
"OG0003289","XP_015150617","417319"
"OG0003290","XP_415701","417453"
"OG0003292","XP_001231639","418477"
"OG0003293","NP_001007859","418478"
"OG0003294","NP_989639","374198"
"OG0003295","XP_004939048","426437"
"OG0003296","XP_015136343","419091"
"OG0003297","NP_990115","395562"
"OG0003299","XP_040515099","107051449"
"OG0003301","XP_015136392","100857436"
"OG0003302","XP_417284","419092"
"OG0003303","NP_001075887","422948"
"OG0003304","XP_015135383","417450"
"OG0003305","XP_004938434","418488"
"OG0003306","XP_025000699","418487"
"OG0003307","XP_015154820","418486"
"OG0003308","XP_015155018","418485"
"OG0003309","XP_004938430","418484"
"OG0003310","NP_001292090","418482"
"OG0003311","NP_001025958","418425"
"OG0003312","XP_001233291","769974"
"OG0003313","NP_001025878","417449"
"OG0003314","XP_040522923","418418"
"OG0003316","XP_040522220","418412"
"OG0003317","XP_015151686","418408"
"OG0003318","XP_040503574","418407"
"OG0003319","XP_416621","418406"
"OG0003320","NP_990510","396092"
"OG0003322","XP_015151638","418404"
"OG0003323","NP_001264972","418389"
"OG0003324","XP_004938307","418388"
"OG0003325","XP_040553957","418381"
"OG0003326","XP_004938300","769163"
"OG0003327","NP_001376363","418380"
"OG0003328","NP_001026773","431184"
"OG0003329","XP_040563164","418328"
"OG0003330","NP_001025951","418329"
"OG0003331","XP_416553","418330"
"OG0003332","XP_004938230","418333"
"OG0003333","NP_996747","404229"
"OG0003334","XP_001233532","770199"
"OG0003335","XP_004938246","770247"
"OG0003337","XP_416561","418339"
"OG0003338","XP_040501949","418340"
"OG0003339","XP_040501955","418341"
"OG0003340","XP_416564","418342"
"OG0003341","NP_001280239","408180"
"OG0003342","NP_001376376","418344"
"OG0003344","XP_024999437","395687"
"OG0003345","NP_001291983","427955"
"OG0003346","XP_025008033","100859265"
"OG0003347","XP_015150848","418352"
"OG0003348","XP_015150859","418354"
"OG0003349","NP_001012838","418357"
"OG0003350","XP_004938269","427956"
"OG0003351","NP_990814","396476"
"OG0003352","XP_024999480","418361"
"OG0003353","XP_015152090","418366"
"OG0003354","NP_001006252","418365"
"OG0003355","NP_989762","395074"
"OG0003356","XP_015152135","418368"
"OG0003357","XP_001231901","374052"
"OG0003359","XP_004938283","418371"
"OG0003360","XP_416592","418373"
"OG0003361","XP_004938289","418375"
"OG0003362","XP_015151156","395138"
"OG0003363","NP_001280063","418378"
"OG0003364","NP_001264754","418320"
"OG0003366","NP_001265028","425349"
"OG0003367","XP_004938213","425913"
"OG0003368","NP_001026656","427952"
"OG0003369","XP_416537","418313"
"OG0003370","XP_025007712","101750690"
"OG0003371","XP_015149867","418311"
"OG0003372","XP_040513289","396015"
"OG0003373","XP_040557311","427944"
"OG0003374","XP_416491","418266"
"OG0003375","NP_001185577","418267"
"OG0003376","XP_416493","418268"
"OG0003377","NP_001264961","418269"
"OG0003379","NP_001025945","418271"
"OG0003380","XP_040514545","396050"
"OG0003381","XP_015149162","418276"
"OG0003382","XP_015149156","418277"
"OG0003383","XP_024998720","418279"
"OG0003384","XP_040553682","418281"
"OG0003385","NP_001072964","770350"
"OG0003386","XP_416510","418287"
"OG0003387","XP_015149343","418288"
"OG0003388","XP_003640490","418290"
"OG0003389","NP_990782","396435"
"OG0003391","NP_001264998","418292"
"OG0003392","XP_015149007","427947"
"OG0003396","XP_416683","418475"
"OG0003397","XP_025000044","395753"
"OG0003398","XP_425679","428122"
"OG0003399","XP_040515184","425698"
"OG0003400","XP_416707","418499"
"OG0003401","XP_040523031","418419"
"OG0003402","XP_416631","418417"
"OG0003403","NP_001006255","418413"
"OG0003404","NP_001265002","418411"
"OG0003405","NP_001025956","418410"
"OG0003406","XP_416624","418409"
"OG0003407","NP_001038104","418393"
"OG0003408","XP_015152409","769237"
"OG0003410","XP_416604","418386"
"OG0003411","NP_001384057","418383"
"OG0003412","XP_015150651","769776"
"OG0003413","NP_001025950","418325"
"OG0003414","XP_416549","418326"
"OG0003416","NP_989969","395349"
"OG0003417","NP_001376377","418332"
"OG0003418","XP_040563204","418335"
"OG0003419","NP_001012900","422016"
"OG0003420","XP_040563195","427953"
"OG0003421","XP_416560","418338"
"OG0003422","NP_001305351","418346"
"OG0003423","XP_004938262","770757"
"OG0003424","NP_001025952","418351"
"OG0003425","NP_001012837","418353"
"OG0003426","XP_024999459","418356"
"OG0003427","XP_015152053","418358"
"OG0003428","XP_015152018","418359"
"OG0003429","XP_015152063","418362"
"OG0003430","XP_024999537","418364"
"OG0003431","NP_001264999","418369"
"OG0003432","XP_015152175","427957"
"OG0003433","XP_024999589","100858145"
"OG0003434","NP_990851","396529"
"OG0003435","XP_001231676","768904"
"OG0003437","NP_001264678","422675"
"OG0003438","XP_416593","418374"
"OG0003439","XP_040505359","418376"
"OG0003440","XP_416596","418377"
"OG0003441","XP_015151521","418379"
"OG0003442","XP_004938216","418321"
"OG0003443","XP_040563021","418315"
"OG0003444","XP_040504382","426341"
"OG0003446","NP_001074331","418275"
"OG0003447","XP_040504514","418280"
"OG0003448","XP_004938170","418282"
"OG0003449","NP_001025946","418283"
"OG0003450","XP_040553703","418284"
"OG0003451","NP_989980","395362"
"OG0003452","XP_015149321","418289"
"OG0003453","NP_001265065","770517"
"OG0003454","XP_040504603","418291"
"OG0003455","XP_004938177","427946"
"OG0003456","NP_001265075","771099"
"OG0003457","NP_001074354","771124"
"OG0003458","XP_416518","418295"
"OG0003459","XP_015149414","418298"
"OG0003460","NP_001012836","418299"
"OG0003461","NP_990592","396197"
"OG0003462","XP_015131886","422650"
"OG0003463","XP_004941238","422651"
"OG0003464","NP_001012876","420757"
"OG0003465","XP_040544652","420758"
"OG0003466","XP_015137128","420759"
"OG0003467","XP_426030","428472"
"OG0003468","NP_001138445","420786"
"OG0003469","XP_025003325","420754"
"OG0003470","NP_001034400","426579"
"OG0003471","NP_001305384","776306"
"OG0003472","XP_418883","420788"
"OG0003473","XP_040547031","420169"
"OG0003474","XP_004939482","420663"
"OG0003475","NP_001383797","428444"
"OG0003476","XP_004939481","100857134"
"OG0003477","XP_015137268","420661"
"OG0003479","NP_001308484","428443"
"OG0003480","XP_015137278","420657"
"OG0003481","XP_025003756","420168"
"OG0003482","XP_025003240","420656"
"OG0003483","NP_990536","396125"
"OG0003484","XP_040547070","428360"
"OG0003485","NP_001292094","428442"
"OG0003487","XP_015137286","420651"
"OG0003488","XP_015136978","420650"
"OG0003489","NP_001026111","420167"
"OG0003490","XP_418747","420648"
"OG0003491","XP_015136971","420647"
"OG0003492","NP_001382868","420644"
"OG0003493","NP_001289035","420643"
"OG0003494","XP_418741","420642"
"OG0003495","XP_004939445","420640"
"OG0003496","NP_001385040","422677"
"OG0003497","NP_001186553","420639"
"OG0003498","XP_001235720","776178"
"OG0003499","XP_418734","420635"
"OG0003500","NP_001384620","420166"
"OG0003501","XP_040551492","428435"
"OG0003502","NP_990069","395490"
"OG0003504","XP_425994","428434"
"OG0003505","NP_989470","373934"
"OG0003506","NP_001292574","776143"
"OG0003508","NP_001305348","100858404"
"OG0003509","NP_001336689","395231"
"OG0003510","XP_015136807","396399"
"OG0003511","XP_418758","420659"
"OG0003512","NP_001026159","420655"
"OG0003513","XP_425999","428439"
"OG0003514","XP_015136742","374054"
"OG0003515","NP_989789","395109"
"OG0003516","NP_001186557","420638"
"OG0003517","XP_418736","420637"
"OG0003518","XP_418735","420636"
"OG0003519","NP_001186547","420633"
"OG0003520","XP_025002852","420171"
"OG0003521","NP_989950","395327"
"OG0003522","NP_001292153","396096"
"OG0003523","NP_001025517","395307"
"OG0003524","NP_990481","396055"
"OG0003525","NP_001074328","395900"
"OG0003526","XP_040547097","429524"
"OG0003528","XP_004934444","770178"
"OG0003529","XP_015130900","416971"
"OG0003530","NP_001025839","416967"
"OG0003531","NP_001007841","416965"
"OG0003533","NP_001012966","428359"
"OG0003534","XP_004934424","416961"
"OG0003536","XP_040504090","416960"
"OG0003537","XP_025011496","416959"
"OG0003538","XP_015130907","416956"
"OG0003539","NP_001280169","395496"
"OG0003541","XP_001232445","770226"
"OG0003542","XP_004934408","416953"
"OG0003544","NP_001038102","416950"
"OG0003545","XP_415242","416949"
"OG0003546","NP_001007839","416947"
"OG0003547","XP_004934400","416945"
"OG0003548","XP_415237","416943"
"OG0003549","XP_004939943","426416"
"OG0003550","XP_040504053","416941"
"OG0003552","XP_415233","416939"
"OG0003553","NP_001025538","395792"
"OG0003554","XP_040504050","769847"
"OG0003555","XP_001232864","769577"
"OG0003556","XP_001232846","769554"
"OG0003557","XP_015138234","426446"
"OG0003558","NP_001334639","416935"
"OG0003559","NP_001334638","427704"
"OG0003560","NP_001034344","769489"
"OG0003562","XP_415263","416970"
"OG0003563","NP_001006193","416969"
"OG0003564","XP_025011498","416966"
"OG0003565","XP_415257","416964"
"OG0003566","XP_004934428","416963"
"OG0003567","NP_001027533","416962"
"OG0003568","XP_040504069","416954"
"OG0003569","XP_040504064","427705"
"OG0003570","XP_415241","416948"
"OG0003571","XP_415236","416942"
"OG0003572","XP_004934392","416938"
"OG0003573","NP_001383218","396322"
"OG0003574","XP_004934390","416936"
"OG0003575","NP_001292020","100857237"
"OG0003576","XP_415223","416932"
"OG0003577","XP_025010378","112533340"
"OG0003578","NP_001280243","415923"
"OG0003579","XP_015148379","100857294"
"OG0003580","XP_015148383","101751202"
"OG0003581","NP_001091009","100049058"
"OG0003582","NP_001025758","415929"
"OG0003583","XP_015148308","415931"
"OG0003584","NP_001280247","415933"
"OG0003585","XP_004944459","415921"
"OG0003586","XP_015148406","770664"
"OG0003587","NP_989957","395335"
"OG0003588","XP_025010330","415915"
"OG0003589","XP_015148261","415914"
"OG0003590","XP_015148281","100857844"
"OG0003591","NP_001006133","415905"
"OG0003592","XP_015148245","415902"
"OG0003593","XP_414253","415901"
"OG0003595","NP_001185536","415898"
"OG0003596","XP_040502047","396074"
"OG0003597","NP_001289104","415896"
"OG0003598","XP_414247","415895"
"OG0003599","XP_015148236","415893"
"OG0003600","NP_990464","396032"
"OG0003601","XP_015148316","415940"
"OG0003602","NP_001006135","415942"
"OG0003603","XP_040502131","415944"
"OG0003606","XP_015148336","771158"
"OG0003607","NP_001385014","374109"
"OG0003608","XP_015148981","429200"
"OG0003609","XP_003642042","100859903"
"OG0003610","NP_001280248","415938"
"OG0003611","XP_414333","415991"
"OG0003612","XP_414335","415993"
"OG0003613","XP_414338","415996"
"OG0003614","XP_040502702","769533"
"OG0003615","XP_040502003","395186"
"OG0003616","NP_990343","395864"
"OG0003617","XP_004944641","416002"
"OG0003618","XP_015148503","396360"
"OG0003619","NP_001029987","416008"
"OG0003620","XP_040502705","416009"
"OG0003621","NP_001025767","416010"
"OG0003622","XP_001233774","770439"
"OG0003623","XP_003642026","416016"
"OG0003624","XP_001233013","770080"
"OG0003625","XP_040502338","427587"
"OG0003627","NP_001025769","416026"
"OG0003628","XP_004944659","416032"
"OG0003629","XP_004944660","416033"
"OG0003631","XP_040551354","420270"
"OG0003633","XP_003642058","416036"
"OG0003634","XP_040502642","416039"
"OG0003636","XP_025010421","416043"
"OG0003638","XP_004944672","416045"
"OG0003639","NP_001264946","416046"
"OG0003640","XP_015148830","416049"
"OG0003641","XP_414389","416050"
"OG0003642","NP_001378843","107054427"
"OG0003644","XP_015148816","107054425"
"OG0003645","NP_001244196","100858758"
"OG0003646","XP_015148806","107054424"
"OG0003647","NP_001186150","416061"
"OG0003648","XP_040502280","416065"
"OG0003650","XP_428503","430953"
"OG0003651","XP_004944703","416068"
"OG0003652","XP_004944702","427591"
"OG0003653","NP_001280244","415924"
"OG0003654","XP_040502471","121106477"
"OG0003655","XP_015148375","395178"
"OG0003656","NP_001007924","422678"
"OG0003657","NP_990119","395566"
"OG0003658","NP_001383365","396135"
"OG0003659","XP_015148376","770794"
"OG0003660","NP_001025756","415926"
"OG0003661","XP_015148305","415927"
"OG0003662","XP_414276","415932"
"OG0003663","XP_015148407","107048996"
"OG0003664","XP_040502412","107048988"
"OG0003665","NP_001186376","395129"
"OG0003666","XP_015148271","430150"
"OG0003667","XP_003642018","429757"
"OG0003668","NP_001274125","112529928"
"OG0003668","NP_001274125","425132"
"OG0003669","NP_001384417","112529928"
"OG0003669","NP_001384417","425132"
"OG0003670","XP_015148276","101750777"
"OG0003671","XP_414258","415908"
"OG0003672","XP_015148279","426739"
"OG0003673","NP_001305953","420271"
"OG0003674","XP_004944439","415900"
"OG0003675","XP_015148241","415897"
"OG0003677","NP_001018012","552895"
"OG0003678","NP_001013412","415941"
"OG0003679","XP_040502450","415943"
"OG0003680","XP_015148335","415945"
"OG0003682","XP_015148341","100859674"
"OG0003683","XP_025010280","426234"
"OG0003684","NP_001384376","395908"
"OG0003685","XP_015148223","415888"
"OG0003686","NP_001006134","415937"
"OG0003687","NP_001034350","415935"
"OG0003688","XP_414336","415994"
"OG0003689","XP_015148875","415999"
"OG0003690","XP_015148873","107054443"
"OG0003691","NP_001012799","416006"
"OG0003692","XP_414356","416013"
"OG0003693","XP_015148859","427584"
"OG0003694","NP_001006137","416015"
"OG0003696","NP_001383522","416018"
"OG0003697","XP_015148854","416021"
"OG0003699","NP_001006139","416027"
"OG0003700","XP_015148570","416028"
"OG0003701","XP_040502723","416029"
"OG0003702","XP_414374","416034"
"OG0003704","NP_001107231","416037"
"OG0003705","XP_414378","416038"
"OG0003707","NP_001265425","416048"
"OG0003708","XP_015148619","427590"
"OG0003709","XP_015148834","101748025"
"OG0003710","XP_015148828","101750586"
"OG0003712","XP_015148809","101748153"
"OG0003713","XP_004944685","100858727"
"OG0003714","XP_015148815","100861584"
"OG0003715","NP_001012800","416057"
"OG0003716","XP_015148804","416059"
"OG0003717","XP_040502717","416060"
"OG0003718","XP_414400","416062"
"OG0003719","XP_414402","112533344"
"OG0003719","XP_414402","416064"
"OG0003720","NP_001185549","416066"
"OG0003721","XP_015148800","416069"
"OG0003722","XP_004944691","416070"
"OG0003724","NP_001264756","422682"
"OG0003725","XP_003640589","100858263"
"OG0003726","NP_001384733","418780"
"OG0003727","NP_001384978","418781"
"OG0003728","XP_416978","418783"
"OG0003729","XP_040555401","418784"
"OG0003730","NP_001008437","418787"
"OG0003731","NP_001264696","418790"
"OG0003732","NP_990266","395775"
"OG0003733","XP_003640598","418797"
"OG0003735","XP_025002518","121109035"
"OG0003735","XP_025002518","431250"
"OG0003736","XP_015129784","418778"
"OG0003737","NP_989696","378789"
"OG0003738","XP_015130247","418789"
"OG0003739","XP_040555535","418791"
"OG0003740","XP_015130179","418792"
"OG0003741","XP_416988","418793"
"OG0003742","XP_015130099","100859280"
"OG0003743","XP_015130070","418798"
"OG0003745","XP_040556218","422456"
"OG0003746","XP_015132171","422454"
"OG0003747","NP_001264757","422453"
"OG0003749","XP_025006185","422447"
"OG0003750","NP_001376355","422446"
"OG0003751","XP_420409","422443"
"OG0003752","XP_004940994","422439"
"OG0003753","XP_420421","422455"
"OG0003754","XP_040554625","395258"
"OG0003755","XP_003641201","100858072"
"OG0003756","NP_001264844","422449"
"OG0003757","XP_015132177","422445"
"OG0003758","XP_429960","422442"
"OG0003759","NP_001008466","422441"
"OG0003760","XP_025005306","404779"
"OG0003761","NP_001026056","419522"
"OG0003762","XP_427836","430280"
"OG0003763","XP_015152662","419458"
"OG0003764","NP_001006560","425543"
"OG0003765","XP_015152751","425544"
"OG0003766","XP_015152739","395459"
"OG0003767","XP_015152723","100857116"
"OG0003768","XP_015152715","419510"
"OG0003769","XP_003642584","100859789"
"OG0003770","NP_001305948","428172"
"OG0003771","NP_001012855","419464"
"OG0003772","XP_040507107","419462"
"OG0003774","XP_001234814","771550"
"OG0003775","XP_040507288","428190"
"OG0003776","NP_001263229","396541"
"OG0003779","XP_015152658","107054933"
"OG0003780","XP_015152653","419457"
"OG0003781","XP_015152776","425541"
"OG0003782","NP_001161480","425542"
"OG0003783","NP_990691","396317"
"OG0003785","XP_015152746","429806"
"OG0003787","NP_001074346","770134"
"OG0003789","XP_015141686","422988"
"OG0003790","NP_001186432","422997"
"OG0003791","XP_001232488","770534"
"OG0003792","XP_015141711","770519"
"OG0003794","XP_040557690","423136"
"OG0003796","XP_015142245","396270"
"OG0003797","NP_001026344","422985"
"OG0003798","NP_001026345","422987"
"OG0003799","XP_015141752","422990"
"OG0003800","XP_001233496","419529"
"OG0003801","XP_015141737","770601"
"OG0003802","XP_015141739","422994"
"OG0003803","XP_040557448","422996"
"OG0003804","NP_001186441","422998"
"OG0003805","NP_001186447","423000"
"OG0003806","XP_001233834","770492"
"OG0003808","XP_426381","428824"
"OG0003809","NP_001186451","423003"
"OG0003810","XP_420936","423004"
"OG0003811","NP_001026608","427350"
"OG0003812","XP_003643037","431643"
"OG0003813","XP_015135676","426534"
"OG0003814","XP_424808","427222"
"OG0003815","XP_024998676","101747939"
"OG0003817","XP_015135629","427225"
"OG0003818","XP_003643048","427226"
"OG0003819","XP_001232043","769648"
"OG0003820","XP_003643040","427231"
"OG0003821","NP_990376","395913"
"OG0003822","XP_015135593","427360"
"OG0003823","XP_424533","426924"
"OG0003825","NP_001026609","427356"
"OG0003826","NP_990154","395623"
"OG0003827","XP_004949160","427354"
"OG0003828","XP_001231675","768769"
"OG0003829","NP_001026781","431605"
"OG0003830","XP_040512175","431604"
"OG0003831","XP_015135620","431642"
"OG0003832","XP_424530","426921"
"OG0003833","XP_424930","427352"
"OG0003834","XP_004941287","428768"
"OG0003835","NP_001384765","404776"
"OG0003836","XP_025000841","427224"
"OG0003837","XP_424271","426644"
"OG0003838","XP_040512327","101750948"
"OG0003839","XP_015152854","426774"
"OG0003840","XP_004949130","427227"
"OG0003841","XP_004949134","431601"
"OG0003842","NP_989653","374222"
"OG0003843","XP_001231707","768654"
"OG0003844","XP_004949163","427242"
"OG0003845","XP_001234075","770752"
"OG0003847","XP_015132486","424800"
"OG0003848","XP_015153070","428210"
"OG0003849","XP_417719","419571"
"OG0003850","XP_417721","419573"
"OG0003852","NP_001385147","417040"
"OG0003853","NP_001004378","417044"
"OG0003854","NP_001092821","417039"
"OG0003855","XP_015150432","396247"
"OG0003856","NP_990862","396543"
"OG0003857","NP_001264674","416297"
"OG0003858","XP_025010787","416299"
"OG0003859","NP_001038152","693264"
"OG0003860","XP_040503161","416304"
"OG0003861","NP_990809","396471"
"OG0003862","NP_990043","395451"
"OG0003863","NP_990338","395858"
"OG0003864","XP_040503173","416311"
"OG0003865","NP_001308522","416313"
"OG0003866","XP_015149577","416315"
"OG0003867","NP_001006153","416319"
"OG0003868","NP_990367","395897"
"OG0003869","XP_040502850","416308"
"OG0003870","NP_001161156","374201"
"OG0003871","NP_989534","374030"
"OG0003872","XP_414627","416310"
"OG0003873","NP_001376321","416312"
"OG0003874","NP_990293","395808"
"OG0003875","XP_015149481","395229"
"OG0003876","XP_040507474","426785"
"OG0003877","NP_990417","395970"
"OG0003878","XP_015142288","423123"
"OG0003879","NP_001153900","423122"
"OG0003880","XP_426408","428851"
"OG0003881","XP_040557735","425717"
"OG0003882","NP_001012958","426609"
"OG0003883","NP_001026536","426151"
"OG0003884","NP_001376424","423148"
"OG0003885","XP_015142366","428858"
"OG0003887","XP_001232955","771032"
"OG0003888","XP_421073","423146"
"OG0003889","XP_040557710","423144"
"OG0003891","NP_001006465","422983"
"OG0003892","NP_001186419","422982"
"OG0003894","XP_421055","423124"
"OG0003895","NP_001026386","423600"
"OG0003896","NP_989602","374129"
"OG0003897","XP_427051","429495"
"OG0003898","XP_015152890","426788"
"OG0003899","NP_990658","396267"
"OG0003900","NP_990005","395394"
"OG0003901","NP_001026357","423142"
"OG0003902","XP_004941585","423141"
"OG0003903","XP_040513169","112530337"
"OG0003904","XP_015153418","770351"
"OG0003905","XP_428808","431254"
"OG0003906","XP_004938365","418431"
"OG0003907","XP_416641","418430"
"OG0003909","NP_001383196","417765"
"OG0003910","NP_001092009","417766"
"OG0003911","NP_990543","396134"
"OG0003912","NP_001099134","373996"
"OG0003913","NP_989954","395332"
"OG0003915","XP_025007337","769935"
"OG0003916","XP_004937598","101747406"
"OG0003917","XP_003640402","417775"
"OG0003918","NP_001025905","417776"
"OG0003919","XP_040507677","417777"
"OG0003920","XP_416022","417778"
"OG0003921","XP_004941299","422683"
"OG0003922","NP_001001468","395226"
"OG0003923","XP_001232594","770169"
"OG0003925","NP_001025906","417783"
"OG0003926","NP_001006230","417784"
"OG0003927","NP_001026650","427860"
"OG0003928","NP_001124209","417785"
"OG0003929","XP_040518397","396202"
"OG0003930","NP_001004381","417786"
"OG0003931","NP_001025907","417789"
"OG0003932","XP_040550879","417791"
"OG0003933","NP_001292186","417792"
"OG0003934","XP_015137914","417793"
"OG0003935","XP_416041","417798"
"OG0003937","NP_001186532","417806"
"OG0003938","NP_001292368","417807"
"OG0003939","NP_001186478","417809"
"OG0003940","NP_001186479","417810"
"OG0003942","NP_001186533","417815"
"OG0003943","XP_015136964","417818"
"OG0003944","XP_416063","417822"
"OG0003945","XP_015138221","417823"
"OG0003946","NP_001186535","417824"
"OG0003947","NP_001186487","417825"
"OG0003948","NP_001186488","417829"
