CNS_chr,CNS_start,CNS_end,CNS_name,overlap_or_near_sv,SV_Type,Length_SV,gene_name,expression,DEG_MSU_ID,Trait Class,FC_with_SV/without_SV,Average FPKM of genes with SV,Average FPKM of genes without SV,Distance_between_CNS_and_SV,Distance_between_CNS_and_DEG,Distance_between_CNS_and_callus_DHS,Distance_between_CNS_and_seedling_DHS,Distance_between_CNS_and_plantDHS,Distance_between_CNS_and_motif_TFBS,Distance_between_CNS_and_CE_TFBS,Distance_between_CNS_and_Fun_TFBS
11,859014,859044,Os11g0119200_cns001,SV30957,INS,247,CYP714C3,down,LOC_Os11g02670,001 _ 生化学的性質 : Biochemical character,0.073350244,0.302117433,4.118833357,553,0,2563,2523,2402,233,233,608
11,859014,859044,Os11g0119200_cns001,SV30957,INS,247,CYP714C3,down,LOC_Os11g02670,001 _ 生化学的性質 : Biochemical character,0.005453819,0.017358301,3.182779286,553,0,2563,2523,2402,233,233,608
11,859227,859463,Os11g0119200_cns002,SV30957,INS,247,CYP714C3,down,LOC_Os11g02670,001 _ 生化学的性質 : Biochemical character,0.073350244,0.302117433,4.118833357,766,0,2697,2736,2615,0,0,505
11,859227,859463,Os11g0119200_cns002,SV30957,INS,247,CYP714C3,down,LOC_Os11g02670,001 _ 生化学的性質 : Biochemical character,0.005453819,0.017358301,3.182779286,766,0,2697,2736,2615,0,0,505
11,860363,860608,Os11g0119200_cns003,SV30957,INS,247,CYP714C3,down,LOC_Os11g02670,001 _ 生化学的性質 : Biochemical character,0.073350244,0.302117433,4.118833357,1902,0,1552,3872,3751,0,0,0
11,860363,860608,Os11g0119200_cns003,SV30957,INS,247,CYP714C3,down,LOC_Os11g02670,001 _ 生化学的性質 : Biochemical character,0.005453819,0.017358301,3.182779286,1902,0,1552,3872,3751,0,0,0
11,957937,958020,Os11g0121500_cns001,SV30974,INS,600,NA,down,LOC_Os11g02840,NA,0.392363195,1.372669444,3.498466375,1658,1775,1066,3100,1089,0,0,2892
11,960179,960209,Os11g0121500_cns002,SV30974,INS,600,NA,down,LOC_Os11g02840,NA,0.392363195,1.372669444,3.498466375,496,0,931,911,842,0,1008,703
11,1335354,1335451,Os11g0128932_cns005,SV31094,INS,1294,MATE48,up,LOC_Os11g03484,001 _ 生化学的性質 : Biochemical character,4.184883591,4.563723333,1.090525754,1448,0,1883,1903,1870,115,170,431
11,1335605,1336155,Os11g0128932_cns006,SV31094,INS,1294,MATE48,up,LOC_Os11g03484,001 _ 生化学的性質 : Biochemical character,4.184883591,4.563723333,1.090525754,744,0,2134,1245,1266,0,0,0
11,1879276,1879310,Os11g0140700_cns001,SV31266,Translocation,620,NA,up,LOC_Os11g04490,NA,2.105915609,17.27226667,8.201784815,663,49,0,0,0,128,223,276
11,1879276,1879310,Os11g0140700_cns001,SV31269,INS,8722,NA,up,LOC_Os11g04490,NA,1.653396976,12.59220444,7.615959524,16,49,0,0,0,128,223,276
11,1879405,1879438,Os11g0140700_cns002,SV31266,Translocation,620,NA,up,LOC_Os11g04490,NA,2.105915609,17.27226667,8.201784815,792,0,54,14,0,0,95,148
11,1879405,1879438,Os11g0140700_cns002,SV31269,INS,8722,NA,up,LOC_Os11g04490,NA,1.653396976,12.59220444,7.615959524,145,0,54,14,0,0,95,148
11,1879513,1879624,Os11g0140700_cns003,SV31266,Translocation,620,NA,up,LOC_Os11g04490,NA,2.105915609,17.27226667,8.201784815,900,0,162,122,71,0,0,0
11,1879513,1879624,Os11g0140700_cns003,SV31269,INS,8722,NA,up,LOC_Os11g04490,NA,1.653396976,12.59220444,7.615959524,253,0,162,122,71,0,0,0
11,2089284,2089301,Os11g0146100_cns001,SV31321,INS,80,NA,up,LOC_Os11g04900,NA,9.77934777,0.463214667,0.047366622,1467,0,0,279,708,24,24,52
11,2089445,2089467,Os11g0146100_cns002,SV31321,INS,80,NA,up,LOC_Os11g04900,NA,9.77934777,0.463214667,0.047366622,1301,11,0,113,542,0,13,70
11,2896124,2896191,Os11g0159500_cns003,SV31658,DEL,69,NA,down,LOC_Os11g06070,NA,0.057264239,0.00608466,0.106255843,1423,0,649,1573,1565,89,6601,1302
11,2896124,2896191,Os11g0159500_cns003,SV31658,DEL,69,NA,down,LOC_Os11g06070,NA,0,0,0.04380365,1423,0,649,1573,1565,89,6601,1302
11,2896200,2896235,Os11g0159500_cns004,SV31658,DEL,69,NA,down,LOC_Os11g06070,NA,0.057264239,0.00608466,0.106255843,1499,0,605,1649,1641,45,6557,1378
11,2896200,2896235,Os11g0159500_cns004,SV31658,DEL,69,NA,down,LOC_Os11g06070,NA,0,0,0.04380365,1499,0,605,1649,1641,45,6557,1378
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.113429309,0.593148392,5.229233959,309,0,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.302572219,0.866231833,2.862892824,309,0,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.053055093,0.110795392,2.088308294,309,0,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.070017247,0.096670515,1.380667194,309,0,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.113429309,0.593148392,5.229233959,309,8854,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.302572219,0.866231833,2.862892824,309,8854,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.053055093,0.110795392,2.088308294,309,8854,1801,3147,1809,0,5367,3072
11,2974278,2974319,Os11g0161000_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.070017247,0.096670515,1.380667194,309,8854,1801,3147,1809,0,5367,3072
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.113429309,0.593148392,5.229233959,0,6927,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.302572219,0.866231833,2.862892824,0,6927,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.053055093,0.110795392,2.088308294,0,6927,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.070017247,0.096670515,1.380667194,0,6927,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.113429309,0.593148392,5.229233959,0,1757,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.302572219,0.866231833,2.862892824,0,1757,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.053055093,0.110795392,2.088308294,0,1757,2984,2964,2918,0,1422,338
11,2981375,2981416,Os11g0161100_cns001,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.070017247,0.096670515,1.380667194,0,1757,2984,2964,2918,0,1422,338
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.113429309,0.593148392,5.229233959,58,7338,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.302572219,0.866231833,2.862892824,58,7338,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.053055093,0.110795392,2.088308294,58,7338,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06220,NA,0.070017247,0.096670515,1.380667194,58,7338,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.113429309,0.593148392,5.229233959,58,1323,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.302572219,0.866231833,2.862892824,58,1323,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.053055093,0.110795392,2.088308294,58,1323,3395,3375,3329,0,1833,4
11,2981786,2981850,Os11g0161100_cns002,SV31674,DEL,7100,NA,down,LOC_Os11g06234,NA,0.070017247,0.096670515,1.380667194,58,1323,3395,3375,3329,0,1833,4
11,3027365,3027385,Os11g0161900_cns001,SV31699,INS,213,NA,down,LOC_Os11g06310,NA,0.032390471,0.011935354,0.368483494,1886,0,0,3654,1181,38,382,303
11,3027365,3027385,Os11g0161900_cns001,SV31699,INS,213,NA,down,LOC_Os11g06310,NA,0,0,0.177984529,1886,0,0,3654,1181,38,382,303
11,3182921,3183082,Os11g0166201_cns001,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.309719413,0.519985133,1.678890993,1049,311,670,150,183,0,0,0
11,3182921,3183082,Os11g0166201_cns001,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.09431066,0.15177075,1.609264,1049,311,670,150,183,0,0,0
11,3182921,3183082,Os11g0166201_cns001,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.309719413,0.519985133,1.678890993,1049,1461,670,150,183,0,0,0
11,3182921,3183082,Os11g0166201_cns001,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.09431066,0.15177075,1.609264,1049,1461,670,150,183,0,0,0
11,3183170,3183276,Os11g0166201_cns002,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.309719413,0.519985133,1.678890993,855,117,919,399,432,0,0,56
11,3183170,3183276,Os11g0166201_cns002,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.09431066,0.15177075,1.609264,855,117,919,399,432,0,0,56
11,3183170,3183276,Os11g0166201_cns002,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.309719413,0.519985133,1.678890993,855,1267,919,399,432,0,0,56
11,3183170,3183276,Os11g0166201_cns002,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.09431066,0.15177075,1.609264,855,1267,919,399,432,0,0,56
11,3183376,3183400,Os11g0166201_cns003,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.309719413,0.519985133,1.678890993,731,0,1040,605,638,0,0,33
11,3183376,3183400,Os11g0166201_cns003,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.09431066,0.15177075,1.609264,731,0,1040,605,638,0,0,33
11,3183376,3183400,Os11g0166201_cns003,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.309719413,0.519985133,1.678890993,731,1143,1040,605,638,0,0,33
11,3183376,3183400,Os11g0166201_cns003,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.09431066,0.15177075,1.609264,731,1143,1040,605,638,0,0,33
11,3183794,3184033,Os11g0166201_cns004,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.309719413,0.519985133,1.678890993,98,0,407,407,120,0,0,451
11,3183794,3184033,Os11g0166201_cns004,SV31779,INS,36910,NA,down,LOC_Os11g06590,NA,0.09431066,0.15177075,1.609264,98,0,407,407,120,0,0,451
11,3183794,3184033,Os11g0166201_cns004,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.309719413,0.519985133,1.678890993,98,510,407,407,120,0,0,451
11,3183794,3184033,Os11g0166201_cns004,SV31779,INS,36910,NA,down,LOC_Os11g06595,NA,0.09431066,0.15177075,1.609264,98,510,407,407,120,0,0,451
11,3314094,3314185,Os11g0168600_cns001,SV31834,INS,809,RLCK311|OsRLCK311,down,LOC_Os11g06780,"010 _ 生殖器官 - 穂 : Reproductive organ - panicle, 025 _ 種子 : Seed, 038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.700374346,3.511536429,5.013799333,729,0,83,83,0,0,0,477
11,3314230,3314251,Os11g0168600_cns002,SV31834,INS,809,RLCK311|OsRLCK311,down,LOC_Os11g06780,"010 _ 生殖器官 - 穂 : Reproductive organ - panicle, 025 _ 種子 : Seed, 038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.700374346,3.511536429,5.013799333,865,0,219,219,89,0,40,411
11,3314334,3314445,Os11g0168600_cns003,SV31834,INS,809,RLCK311|OsRLCK311,down,LOC_Os11g06780,"010 _ 生殖器官 - 穂 : Reproductive organ - panicle, 025 _ 種子 : Seed, 038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.700374346,3.511536429,5.013799333,969,0,323,323,193,3,144,217
11,3314501,3314661,Os11g0168600_cns004,SV31834,INS,809,RLCK311|OsRLCK311,down,LOC_Os11g06780,"010 _ 生殖器官 - 穂 : Reproductive organ - panicle, 025 _ 種子 : Seed, 038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.700374346,3.511536429,5.013799333,1136,0,490,490,360,0,0,1
11,3314676,3314903,Os11g0168600_cns005,SV31834,INS,809,RLCK311|OsRLCK311,down,LOC_Os11g06780,"010 _ 生殖器官 - 穂 : Reproductive organ - panicle, 025 _ 種子 : Seed, 038 _ 耐性、抵抗性 - 病気抵抗性 : Tolerance and resistance - Disease resistance, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",0.700374346,3.511536429,5.013799333,1311,0,665,665,535,0,0,5
11,3421961,3421994,Os11g0170300_cns009,SV31868,Undefined_DEL,14790,CBSCBSPB2,down,LOC_Os11g06930,NA,0.377828281,4.6449457,12.293801,1901,0,1946,1246,1921,20,20,373
11,3421961,3421994,Os11g0170300_cns009,SV31868,Undefined_DEL,14790,CBSCBSPB2,down,LOC_Os11g06930,NA,0.480702826,3.268227368,6.798852,1901,0,1946,1246,1921,20,20,373
11,3437009,3437038,Os11g0170400_cns001,SV31868,Undefined_DEL,14790,CBSCBSPB2,down,LOC_Os11g06930,NA,0.377828281,4.6449457,12.293801,0,12998,7122,7102,6879,0,7714,0
11,3437009,3437038,Os11g0170400_cns001,SV31868,Undefined_DEL,14790,CBSCBSPB2,down,LOC_Os11g06930,NA,0.480702826,3.268227368,6.798852,0,12998,7122,7102,6879,0,7714,0
11,3460703,3460776,Os11g0170900_cns001,SV31879,DEL,31835,NA,up,LOC_Os11g06990,NA,4.228097726,0.087974875,0.0208072,0,12215,2732,2732,2790,0,0,0
11,3464204,3464388,Os11g0170900_cns002,SV31879,DEL,31835,NA,up,LOC_Os11g06990,NA,4.228097726,0.087974875,0.0208072,0,8603,173,6233,201,0,0,3465
11,3464392,3464469,Os11g0170900_cns003,SV31879,DEL,31835,NA,up,LOC_Os11g06990,NA,4.228097726,0.087974875,0.0208072,0,8522,361,6371,389,43,43,3653
11,3464541,3464782,Os11g0170900_cns004,SV31879,DEL,31835,NA,up,LOC_Os11g06990,NA,4.228097726,0.087974875,0.0208072,0,8209,510,6058,538,0,192,3802
11,3464828,3464888,Os11g0170900_cns005,SV31879,DEL,31835,NA,up,LOC_Os11g06990,NA,4.228097726,0.087974875,0.0208072,0,8103,797,5952,825,0,479,4089
11,3539428,3539488,Os11g0172150_cns001,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,8645,452,3977,1302,81,885,2937
11,3539428,3539488,Os11g0172150_cns001,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,8645,452,3977,1302,81,885,2937
11,3542212,3542249,Os11g0172150_cns002,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,5884,1201,5791,1080,55,2185,1746
11,3542212,3542249,Os11g0172150_cns002,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,5884,1201,5791,1080,55,2185,1746
11,3542263,3543712,Os11g0172150_cns003,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,4421,1252,4328,1131,0,722,283
11,3542263,3543712,Os11g0172150_cns003,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,4421,1252,4328,1131,0,722,283
11,3543714,3544362,Os11g0172300_cns001,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,3771,1238,3678,2582,0,72,0
11,3543714,3544362,Os11g0172300_cns001,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,3771,1238,3678,2582,0,72,0
11,3544371,3544869,Os11g0172300_cns002,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,3264,731,3171,3200,0,0,361
11,3544371,3544869,Os11g0172300_cns002,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,3264,731,3171,3200,0,0,361
11,3544969,3545169,Os11g0172300_cns003,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,2964,431,2871,2900,106,210,717
11,3544969,3545169,Os11g0172300_cns003,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,2964,431,2871,2900,106,210,717
11,3545178,3545326,Os11g0172300_cns004,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.249732432,0.743637364,2.977736444,0,2807,274,2714,2743,0,419,560
11,3545178,3545326,Os11g0172300_cns004,SV31912,DEL,13953,NA,down,LOC_Os11g07124,NA,0.314780405,0.178491892,0.567036222,0,2807,274,2714,2743,0,419,560
11,3551037,3551060,Os11g0172300_cns005,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.198190367,0.840509167,4.240918364,544,0,2046,2846,2075,49,1720,2011
11,3551037,3551060,Os11g0172300_cns005,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.317758045,0.230308142,0.724790909,544,0,2046,2846,2075,49,1720,2011
11,3551063,3551200,Os11g0172300_cns006,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.198190367,0.840509167,4.240918364,404,0,2072,2872,2101,0,1580,2037
11,3551063,3551200,Os11g0172300_cns006,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.317758045,0.230308142,0.724790909,404,0,2072,2872,2101,0,1580,2037
11,3551221,3551284,Os11g0172300_cns007,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.198190367,0.840509167,4.240918364,320,0,2230,3030,2259,35,1496,2195
11,3551221,3551284,Os11g0172300_cns007,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.317758045,0.230308142,0.724790909,320,0,2230,3030,2259,35,1496,2195
11,3551301,3551603,Os11g0172300_cns008,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.198190367,0.840509167,4.240918364,1,0,2310,3110,2339,0,1177,2275
11,3551301,3551603,Os11g0172300_cns008,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.317758045,0.230308142,0.724790909,1,0,2310,3110,2339,0,1177,2275
11,3553451,3553646,Os11g0172350_cns001,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.198190367,0.840509167,4.240918364,0,1096,4460,5260,4489,0,0,4425
11,3553451,3553646,Os11g0172350_cns001,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.317758045,0.230308142,0.724790909,0,1096,4460,5260,4489,0,0,4425
11,3555182,3556086,Os11g0172400_cns001,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.198190367,0.840509167,4.240918364,1534,2827,6191,5934,5222,0,1531,2686
11,3555182,3556086,Os11g0172400_cns001,SV31916,Infered_Inversion,2044,NA,down,LOC_Os11g07124,NA,0.317758045,0.230308142,0.724790909,1534,2827,6191,5934,5222,0,1531,2686
11,3649657,3650942,Os11g0173600_cns001,SV31976,DEL,1522,NA,down,LOC_Os11g07250,NA,0.341585597,0.613675605,1.79655,1329,0,326,2658,1644,0,0,1164
11,3649657,3650942,Os11g0173600_cns001,SV31976,DEL,1522,NA,down,LOC_Os11g07250,NA,0.170589094,0.088186057,0.516950143,1329,0,326,2658,1644,0,0,1164
11,3651620,3652177,Os11g0173600_cns003,SV31977,INS,569,NA,down,LOC_Os11g07250,NA,0.182613304,0.271234664,1.4852952,1673,0,1423,1423,1366,0,0,0
11,3651620,3652177,Os11g0173600_cns003,SV31977,INS,569,NA,down,LOC_Os11g07250,NA,0.134493459,0.044629327,0.331832693,1673,0,1423,1423,1366,0,0,0
11,3651620,3652177,Os11g0173600_cns003,SV31978,DEL,2855,NA,down,LOC_Os11g07250,NA,0.182613304,0.271234664,1.4852952,1674,0,1423,1423,1366,0,0,0
11,3651620,3652177,Os11g0173600_cns003,SV31978,DEL,2855,NA,down,LOC_Os11g07250,NA,0.134493459,0.044629327,0.331832693,1674,0,1423,1423,1366,0,0,0
11,3652181,3652255,Os11g0173600_cns004,SV31977,INS,569,NA,down,LOC_Os11g07250,NA,0.182613304,0.271234664,1.4852952,1595,0,1345,1345,1288,20,63,63
11,3652181,3652255,Os11g0173600_cns004,SV31977,INS,569,NA,down,LOC_Os11g07250,NA,0.134493459,0.044629327,0.331832693,1595,0,1345,1345,1288,20,63,63
11,3652181,3652255,Os11g0173600_cns004,SV31978,DEL,2855,NA,down,LOC_Os11g07250,NA,0.182613304,0.271234664,1.4852952,1596,0,1345,1345,1288,20,63,63
11,3652181,3652255,Os11g0173600_cns004,SV31978,DEL,2855,NA,down,LOC_Os11g07250,NA,0.134493459,0.044629327,0.331832693,1596,0,1345,1345,1288,20,63,63
11,3653378,3653418,Os11g0173600_cns005,SV31977,INS,569,NA,down,LOC_Os11g07250,NA,0.182613304,0.271234664,1.4852952,432,581,182,182,125,0,1260,0
11,3653378,3653418,Os11g0173600_cns005,SV31977,INS,569,NA,down,LOC_Os11g07250,NA,0.134493459,0.044629327,0.331832693,432,581,182,182,125,0,1260,0
11,3653378,3653418,Os11g0173600_cns005,SV31978,DEL,2855,NA,down,LOC_Os11g07250,NA,0.182613304,0.271234664,1.4852952,433,581,182,182,125,0,1260,0
11,3653378,3653418,Os11g0173600_cns005,SV31978,DEL,2855,NA,down,LOC_Os11g07250,NA,0.134493459,0.044629327,0.331832693,433,581,182,182,125,0,1260,0
11,3806822,3806849,Os11g0176200_cns014,SV32047,INS,655,OsDSHCT,down,LOC_Os11g07500,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.557677873,2.86551875,5.138304545,1916,0,1771,1771,1673,128,196,1574
11,3807393,3807415,Os11g0176200_cns015,SV32047,INS,655,OsDSHCT,down,LOC_Os11g07500,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.557677873,2.86551875,5.138304545,1350,0,1205,1205,1107,93,333,1008
11,3808966,3809021,Os11g0176300_cns001,SV32047,INS,655,OsDSHCT,down,LOC_Os11g07500,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.557677873,2.86551875,5.138304545,200,378,195,195,116,0,0,18
11,3809930,3809945,Os11g0176300_cns002,SV32047,INS,655,OsDSHCT,down,LOC_Os11g07500,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.557677873,2.86551875,5.138304545,1164,1342,1159,1159,1080,28,738,812
11,3810708,3810784,Os11g0176300_cns003,SV32047,INS,655,OsDSHCT,down,LOC_Os11g07500,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.557677873,2.86551875,5.138304545,1942,2120,1716,1937,1858,67,366,1590
11,4226541,4226566,Os11g0183700_cns015,SV32209,INS,597,SWI3C|OsSWI3C|OsCHB705|CHB705,down,LOC_Os11g08080,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.620026887,11.88696947,19.1717,921,0,1854,4014,3858,106,583,4528
11,4226541,4226566,Os11g0183700_cns015,SV32209,INS,597,SWI3C|OsSWI3C|OsCHB705|CHB705,down,LOC_Os11g08080,040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance,0.573102551,9.286203,16.203388,921,0,1854,4014,3858,106,583,4528
11,4397813,4397842,Os11g0186400_cns018,SV32286,INS,450,JAR3|OsGH3.12,up,LOC_Os11g08340,"001 _ 生化学的性質 : Biochemical character, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",4.008947598,0.197783033,0.0493354,1997,3649,0,0,0,15,41,30
11,4397813,4397842,Os11g0186400_cns018,SV32288,Undefined_DEL,221,JAR3|OsGH3.12,up,LOC_Os11g08340,"001 _ 生化学的性質 : Biochemical character, 040 _ 耐性、抵抗性 - ストレス耐性 : Tolerance and resistance - Stress tolerance",4.008947598,0.197783033,0.0493354,1998,3649,0,0,0,15,41,30
11,4440885,4440913,Os11g0187500_cns001,SV32327,INS,10697,NA,up,LOC_Os11g08440,NA,56.11962784,1.15467975,0.020575328,429,2250,1027,2127,845,125,2391,793
11,4450782,4451171,Os11g0187500_cns006,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,1981,0,3271,7591,7541,0,0,285
11,4451188,4451240,Os11g0187500_cns007,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,1912,0,3677,7997,7947,0,29,691
11,4451270,4451635,Os11g0187500_cns008,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,1517,0,3759,8079,8029,0,111,773
11,4452128,4452183,Os11g0187500_cns009,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,969,0,4617,8937,8887,149,969,1631
11,4452215,4452289,Os11g0187500_cns010,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,863,0,4704,9024,8974,236,1056,1718
11,4452397,4452619,Os11g0187550_cns001,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,533,172,4886,9206,9156,0,1238,1900
11,4453909,4454004,Os11g0187550_cns002,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,0,1684,4136,10718,10668,138,2750,3412
11,4454027,4454065,Os11g0187550_cns003,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,0,1802,4075,10836,10786,120,2868,3530
11,4454111,4454137,Os11g0187550_cns004,SV32345,DEL,13542,NA,up,LOC_Os11g08445,NA,21.26127109,0.0197814,9.30E-04,0,1886,4003,10920,10870,48,2952,3614
